id,codice_archivio,tipologia,titolo,sottotitolo,prima_responsabilita,altre_responsabilita,luogo,edizione,ente,serie,anno,descrizione,cdd,soggetto,note
825,PER.ACC.2005.1,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Piero Tosi, Maria Monica Donato, Matthias Quast, Gabriele Fattorini, Duccio Balestracci, Mario De Gregorio, Maria Ludovica Lenzi, Grazia Perrone, Enzo Balocchi, Silvia Roncucci, Ettore Pellegrini, S.R., Piero Torriti, Menotti Stanghellini, E.P.)",Monteriggioni (SI),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XII - N° 23 Dicembre 2005,2005,63 p. : ill. ; 30 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono pubblicati i seguenti articoli:
1) Ricordando il Conte Guido Saracini. Alto, solenne vestito di bianco
2) Una scrittura a pennello. In ricordo di Paolo Cesarini
3) Travale: la guardia ribelle
4) Una nuova lettura della ""Testimonianza di Travale""
5) Un patrimonio dimenticato: ferri di facciata senesi. - Parte II: Sviluppo stilistico tra Duecento e Cinquecento
 6) Il rudere di un podere dalla lunga storia: l'Abbazia di Sestinga a Vetulonia
7) Un francescano in biblioteca
8) Idilio Dell' Era"
287,PER.ACC.2006.1,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"Barzanti Roberto, Losi Simonetta, Stanghellini Menotti, Quast Matthias, Eichberg Margherita, De Gregorio Mario, Landi Fausto",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XIII - N° 24  Maggio 2006,2006,63 p. ; 30 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) La grande proprietà riorganizza il territorio: il caso di Bagnaia, Filetta, Frontignano
2) Ripensare il sistema politico-istituzionale senese al tempo di Pandolfo Petrucci (1487 - 1512)
3) Antonio Federighi e Papa Pio II. ""La nascita dell' architettura rinascimentale a Siena""
4) Il ritrovato altare del Crocifisso nel Duomo di Siena
5) Dalla città medievale alla città moderna: le trasformzioni di Siena e il piano regolatore del 1932-36. Genesi e cronaca di un progetto irrealizzato
6) Santa Maria della Scala prima del museo"
826,PER.ACC.2007.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Roberto Barzanti, Giovanni Guiso, Maria Ludovica Lenzi, Federica Pietropaqoli, Alberto Cornice, Wolfgang Loseries, Silvia Roncucci, Mario De Gregorio, Maria Isabella Becchi)",Monteriggioni (SI),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XIV - N° 26   Giugno  2007,2007,79 p. : ill. ; 30 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1)Dipinti senesi in Ungheria: vicende storiche e nuove ricerche
2)L' archeodromo di Belverde a Cetona: un viaggio nella più antica storia dell' uomo
3) Luca Contile Cetonese cittadino d' Europa
4)Un villano satiro che parla senese e una zingara che parla badengo
5)Thermae e balnea senesi nel quadro del termalismo italiano alla fine del Medioevo
6)il castello di Potentino nelle memorie storiche di G.A. Pecci
7)La strada nuova di Provenzano: un episodio di trasformazione dello spazio urbano e di architettura nella Siena di età barocca
8)La banca dati delle facciate del centro storico di Siena: note introduttive
9)Cetoff mio padre (rec. Di Giuliano Catoni)
10)Io Rompicollo. Storia della donna che ha corso il Palio di Siena (rec. di Duccio Balestracci)"
96,PER.ACC.2008.2,PERIODICO,Accademia dei Rozzi,Anno XV - n. 29,Accademia dei Rozzi,"(Fabio Galgani, Giacomo Zanibelli,  Alfredo Franchi,  Francesca Monaci,  Giulia Barbarulli,  Mario Ascheri,  Riccardo Terziani,  Antonella Festa,  Matthias Quast,  Maria Isabella Becchi)",Monteriggioni (SI),Industria Grafica Pistolesi,,,2008,88 p. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono pubblicati i seguenti articoli:
1) ""Un misto di forme senesi-pisane-siciliane"". Testimonianze della cultura artistica toscana nella Sicilia del 300: esempi pisani e senesi
2) Il Fisiocritico Ambrogio Soldani nel secondo centenario della morte
3) Un viaggio erudito in Toscana alla fine dell'Ottocento
4) Tutta un'altra storia. Un'aspra polemica tra Rozzi e Intronati a metà Settecento
5) La Chigiana di Siena
6) Giulio Neri, un basso senese sui palcoscenici del mondo
7) Francesco di Giorgio Martini a 500 anni dalla scomparsa
8) La banca dati delle facciate del centro storico di Siena: note sui plazzi nel Terzo di Camollia"
100,PER.ACC.2009.1,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"Incaglio Giuseppe,  Fondi Roberto, Tanga Mario, Ulacacci Niccola, De Gregorio Mario, Barzanti Roberto, Burchi Guido, Pellegrini Ettore, Quast Matthias",Monteriggioni (SI),Industria Grafica Pistolesi,,,2009,80 p. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono pubblicati i seguenti articoli:
1) L'olivetano Don Vincenzo Renieri, allievo di Galielo Galilei
2) Le Lupe gargolle del Palazzo Comunale: osservazioni a margine di un restauro
3) Note sul restauro delle Lupe marmoree del Palazzo Pubblico di Siena
4) Villa La Suvera
5) La fabbrica da farsi per il seminario Tolomei: architettura e spazio urbano in progetti non eseguiti per la Siena del XVII secolo
6) Il Museo degli organi meccanici a Massa Marittima
7) Per Mario Verdone
8) ""Splendore simultaneo del Palio di Siena"". Una pittura futurista di Corrado Forlin del 1937.38 esposta nella Pinacoteca Nazionale di Siena in omaggio al Centenario del Futurismo (25 giugno-4 ottobre 2009)
9) Macchine! Spirito della meccanica tra i fondi oro
10) Venticinque anni dopo ""Marks in books""
11) La Banca dati delle facciate del centro storico di Siena: note sui palazzi nel Terzo di Camollia: parte II: l'età moderna"
97,PER.ACC.2009.2,PERIODICO,Accademia dei Rozzi,Anno XVI - n. 31,Accademia dei Rozzi,"Bidin Celso, Randon Veronica, Kraus Ley Laura Maria, Festa Antonella, Rovida Maria Antonietta, Galgani Fabio, Catoni Giuliano, Borghini Gabriele, Scarampi Di Pruney Alberto, Centi Sara, Quast Matthias",Monteriggioni (SI),Industria Grafica Pistolesi,,,2009,92 p.; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) Cateau-Cambrésis: i motivi di una celebrazione
2) Una città nella storia, la storia nella città
3) La zecca della Repubblica di Siena ritirata a Montalcino (1556-1559)
4) La famiglia Mazzei nella storia di Fonterutoli
5) La riscoperta della Via Lauretana nel tratto senese ed aretino
6) Aretafila Savini de' Rossi: ritratto di una letterata senese del Settecento
7) Siena 1944. L' arrivo degli americani e il camarlengo del Montone
8) Siena e i libri: un primato incompreso?
9) La battaglia di Montaperti vista al di là delle Alpi
10) Roberta Cella. La documentazione Gallerani-Fini nell' Archivio di Stato di Gent (1304-1309)
11) I fantasiosi progetti di Peruzzi e seguaci: quelle torri gemelle non s' hanno da fare
12) La banca dati delle facciate del centro storico di Siena: note sui palazzi nel Terzo di S. Martino"
822,PER.ACC.2010.1,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Enzo Mecacci, Renato Villoresi, Angelo Voltolini, Ubaldo Morandi, Franco Boschi, Eleonora Spinosa, Giampiero Santucci, Ettore Pellegrini, Thomas Szabò, Giovanni Mazzini, Roberto Barzanti, Matthias Quast",Monteriggioni (SI),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XVII - N° 32   Giugno 2010,2010,96 p. : ill. 30 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono pubblicati i seguenti articoli:
1) Le ""Belle e nobili Feste"" del 1581 e la pazia senese del ""corrir pagli, e trovare l'enventione""
2) Gli stemmi Medici e Niccolini sulla facciata del Palazzo Pubblico a Siena
3) Canna senese e canna pitiglianese: antiche misure scoperte a Pitigliano
4) Federigo Tozzi e Anita Renieri. La passioni, i libri
5) I Saraceni a Montaperti, per Siena e l'Impero
6) Per ricordare la grande Siena: tra Montaperti (1260) e il Buongoverno (1338), via Costituto (1310)
7) ""Marco Romano e il contesto artistico senese tra la fine del Duecento e gli inizi del Trecento""
8) Quattrocento senese. Le arti a Siena nel primo Rinascimento: una megamostra esemplare
9) I colori brillanti e le atmosfere avvolgenti della Macchia protagonisti di una pregevole mostra svoltasi a Montepulciano, presso il Museo Civico e le Logge della Mercanzia
10) Siena nel primo Rinascimento dal dominio milanese a papa Pio II
11) La titanomachia, l'età dei Nove e dei Petrucci a Siena e le guerre d'Italia (1477-1524)
12) In televisione e in due libri il contributo senese alla storia del ciclismo
13) La banca dati delle facciate del centro storico di Siena: la trasformazione dei prospetti della piazza del Campo
14) Siena capitale europea della cultura
15) Siena 2019, quale ""capèitale"" per la cultura""?"
99,PER.ACC.2010.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"Fiorini Alberto, Sottili Fabio, Biondi Angelo, Barzanti Roberto, Barni Mauro, Ascheri Mario, Tosatti Silvia Bianca, Borghini Gabriele, Roncucci Silvia, Butzek Monica, Gattoni Maurizio, Pellegrini Ettore, Quast Matthias, Flores D' Arcais Marcello",Monteriggioni (SI),Industria Grafica Pistolesi,,,2010,94 p.; 29 CM,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) Siena e le origini. Dal mito alla storia
2) Siena: dal ""castrum"" romano al ""burgus"" altomedievale. L' individuazione della Siena romana ed altomedievale: alcune considerazioni e nuove ipotesi
3) Un giovane, valente archeologo e i recenti scavi presso l' Ospedale di S. Maria della Scala. Lo scavo archeologico nel S. Maria della Scala
4) Scoperte architettoniche e figurative nel Duomo di Siena. Il cantiere sotto la Cattedrale di Siena
5) Nuovi dipinti murali nella cripta del Duomo di Siena
6) Il Centro Studi ""Farma Merse"". Lo scavo archgeologico condotto dal Centro Studi ""Farma Merse"" nei sotterranei del Palazzo dei Rozzi
7) Relazione preliminare sull' intervento compiuto nei fondi di proprietà dell' Accademia dei Rozzi
8) Necropoli etrusca a Sovicille"
820,PER.ACC.2010.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"Gabbrielli Fabio, Brogini Paolo, Cantini Federico, Bratto Tarcisio, Bagnoli Alessandro, Voltolini Angelo, Barbagli Debora, Firmati Marco",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno X - N° 18  Giugno 20032,2003,48 p. : ill. 30 cm,945.581005,Siena - Cultura - Periodici,"Numero speciale ""Siena e i Rozzi nel Risorgimento"" della Rivista ""Accademia dei Rozzi"" edito in occasione delle celebrazioni per i 150 anni dell'Unità d'Italia.

In questo numero sono presenti i seguenti articoli:
1) Siena e i Rozzi nel Risorgimento
2) Diario Senese dal gennaio 1847 al dicembre 1848
3) Fratelli di Bruto… e d' Italia
4) Episodi di vita risorgimentale tra Università e Accademia dei Rozzi. La rivolta della Bambara
5) La figura di Bettino Ricasoli nel cinquantesiamo anniversario dell' Unità d' Italia
6) Garibaldi in terra di Siena
7) Rapolano, agosto 1867: l' Eroe dei due mondi alle terme
8) Una pagina di storia garibaldina a Palazzo Guelfi nel Piano di Scarlino
9) ""Bevendo a sorsi la vita"". Vita e imprese di Luciano Raveggi: Garibaldino e Accademico Rozzo
10) Marietta Piccolomini, una carriera artistica nel Risorgimento
11) Elisabeth Barrett Browning a Villa Alberti: ""il mio cuore con Cavour"""
827,PER.ACC.2011.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Alberto Fiorni, Ettore Pellegrini, Silvia Colucci, Alfredo Franchi, Mauro Barni, Carlo Ciampolini, Giacomo Zanibelli, Roberto Barzanti, Mario Guidotti)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XVIII - N° 35   Dicembre 2011,2011,79 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"Numero speciale ""Gli architetti senesi nelle Vite di Giorgio Vasari"" della Rivista ""Accademia dei Rozzi"" edito in occasione delle celebrazioni per il Cinquecentenario della nascita di Giorgio Vasari

In questo numero sono presenti i seguenti articoli:
1) Gli architetti senesi Agostino di Giovanni e Agnolo di Ventura, Francesco di Giorgio Martini e Baldassarre Peruzzi nelle Vite di Giorgio Vasari
2) Le vite di Giorgio Vasari: Agostino et Agnolo scultori et architetti sanesi
3) Francesco di Giorgio Martini, Sanese, nelle ""Vite"" di Giorgio Vasari
4) Antiquaria, decorativismo, antiaccademia. Le belle ""maniere"" del ""modesto"" Baldassarre, tra Siena e Roma, sulla traccia del Vasari
5) ""Accademia dei Rozzi"" per la storia dell' architettura senese"
828,PER.ACC.2012.1,PERIODICO,Accademia dei Rozzi,"""Gli architetti senesi nelle Vite di Giorgio Vasari""",Accademia dei Rozzi,"(Emanuela Carpani, Felicia Rotundo, Bruno Mussari, Margherita Eichberg, Ettore Pellegrini)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XIX N° 36   Giugno 2012,2012,110 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) Il Castello di Frosini (Chiusdino, Siena).
2) Un trascurato bassorilievo trecentesco a Frosini.
3) I marchesi Leopoldo Feroni e Caterina Gori Pannilini, Signori e mecenati di Frosini nell'Ottocento.
4) Erasmo da Rotterdan a Siena nel 1509 e una sua lettera apologetica sull'epigrafe ""concedo nulli"".
5) ""il suo fermo proposito"": il matrimonio spagnolo di Maddalena Agazzari.
6) Una Santa Caterina da Siena tra Andrea Sacchi e il Volterrano.
7) Metodologia e definizione dello stato di conservazione di un architettura: il caso di Porta Camollia.
8) I Garibaldini e il risveglio sociale di Siena.
9) Breve storia dell'associazionismo contradaiolo.
10) Carlo Emilio Gadda e Dario Neri. Dentro il paesaggio senese.
11) I 150 anni del Liceo ""Enea Silvio Piccolomini"".
12) L'inventario del fondo archivistico del Liceo Ginnasio e le celebrazioni della ricorrenza organizzate dall'Associazione ""Il Liceone"".
13) Inventario del fondo ""Liceo Ginnasio"" nell'Archivio Storico Comunale di Siena."
830,PER.ACC.2012.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Silvia Colucci, Alfredo Franchi, Elena Brizio, Michele Danieli, Flavio Collini, Mauro Barni, Alberto Fiorini, Roberto Barzanti, Giacomo Zanibelli)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XIX n.37 dicembre 2012,2012,103 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"Numero speciale dal titolo: Dal Granducato al Regno. Il Risorgimento dei senesi.
In questo numero sono presenti i seguenti articoli:
1) Prefazione
2) Siena e la Costituzione toscana del 1848. Una festa per Leopoldo II.
3) Il Risorgimento nei documenti dell'Archivio di Stato di Siena.
4) Il Risorgimento nelle carte di Marietta Piccolomini.
5) Il Comune di Siena e l'annessione al Regno:  i primi anni tra autonomia e centralismo.
6) La stampa senese del Risorgimento.
7) Tre giri di tricolore. Il Palio e il Risorgimento.
8) La Sala del Risorgimento di Palazzo Pubblico e gli allievi di Luigi Mussini.
9) Quando…la Querciolaia risanò Aspromonte…Garibaldi, crericali e anticrericali nel territorio di Rapolano.
10) Il Risorgimento e le campagne senesi. I contadini, il clero e le donne: una lettura del plebiscito del 1860.
11) Memorie di pietra"
831,PER.ACC.2013.1,PERIODICO,Accademia dei Rozzi,Dal Granducato al Regno. Il Risorgimento dei senesi,Accademia dei Rozzi,"(Ettore Pellegrini, Patrizia Turrini, Maria Vittoria Ciampoli, Renato Lugarini, Angela Cingottini, Laura Vigni, Donatella Cherubini, Alessandro Falassi, Leonardo Scelfo, Doriano Mazzini, Gianfranco Molteni, Anna Maria Guiducci)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XX n.38 giugno 2013,2013,136 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) A proposito di un piatto ceramico senese del primo Cinquecento. La prima ""Sughera""?. 
2) Il problema della scultura preromanica dell'abbazia di Sant'Antimo in relazione a una nuova considerazione sulla ""cripta carolingia"".
3) Ripensando alla mostra: le arti a Siena nel primo Rinascimento. Da Jacopo Della Quercia a Donatello.
4) Le vedute dei castelli senesi ""a l'esemplo com'erano"".
5) Problematiche della conservazione preventiva dei dipinti su tavola: la Natività della Vergine del Maestro dell'Osservanza.
6) La tomba e il monumento di Baldassarre Peruzzi nella Rotonda.
7) Un esempio di consolidamento strutturale nella Siena settecentesca: casa Dati Squarcialupi.
8) Nello Baroni a Siena. Progetti (non realizzati) per la città del secondo dopoguerra 1948-1950.
9) Addio ai Cappuccini di Poggio al Vento. I luoghi di Federigo Tozzi.
10) Baccio o la fascinazione della ricerca.
11) L'Accademia dei Rozzi ricorda Mario Specchio.
12) La scomparsa di Ippolito Corridori e di Francesca Monaci 20 Anni dopo."
832,PER.ACC.2013.2,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Giovanni Maccherini, Roberto Musano, Roberto Barzanti, Margherita Anselmi Zondadari, Romina Ghimenti, Anna Lisa Genovese, Fabio Sottili, Maria Antonietta Rovida, Silvia Tozzi, Mauro Barnei, Angela Cingottini, Ettore Pellegrini)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XX n.39 dicembre 2013,2013,103 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"Numero speciale dal titolo: Dalla Congrega alla Accademia - i Rozzi all'ombra della suvera fra Cinque e Seicento.
In questo numero sono presenti i seguenti articoli:
1) La città delle accademie.
2) I ""pre-Rozzi"": questi fantasmi.
3) Artigiani in cerca di identità.
4) I primi Capitoli, il nome, l'impresa, il motto.
5) Satira anti contadina a Siena alla fine del Medioevo.
6) Autori Rozzi: satira del villano e favola boschereccia
7) I Rozzi a stampa: ""Giovanni delle commedie"".
8) 1561. La riforma dei Capitoli.
9) 1568. La Congrega chiude?.
10) 1603. Una nuova Congrega: artigiani fuori scena.
11) I Rozzi minori
12) L'Accademia
13) Le storie dei Rozzi."
833,PER.ACC.2013.3,PERIODICO,Accademia dei Rozzi,Dalla Congrega alla Accademia - i Rozzi all'ombra della suvera fra Cinque e Seicento,Accademia dei Rozzi,"(Barbara Bazzotti, Claudia Chierichini, Mario De Gregorio, Cécile Fortin de Gabory, Nicola Pallecchi, Gabriella Piccinni, Marzia Pieri)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,settembre 2013,2013,301 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) La dimensione internazionale della cultura senese in una intensa giornata di studi per il ventennale di ""Accademia dei Rozzi"".
2) L'alto Arrigo e Siena: un rapporto molto difficile al tempo del Costituto.
3) San Galgano e la spada spezzata. Una biccherna trecentesca poco nota.
4) Stemmi di capitani senesi e medicei nel Palazzo Pretorio di Sovana.
5) Jacopo Fiorino dè Buoninsegni e gli esordi della bucolica volgare.
6) Giuseppe Verdi e Marietta Piccolomini, una amicizia sulle note della Traviata.
7) Da un nobile vino…al Vino Nobile.
8) Dennis Everard Rhodes: un profilo.
9) Un tipografo calabrese a Siena: Matteo Florini.
10) Un catalogo cinquecentesco dei libri di Sant'Anna in Camprena.
11) L'attività editoriale e teatrale del Collegio Tolomei: un modello formativo ""quasi"" perfetto.
12) Rari e preziosi: documenti coevi a stampa sulla guerra di Siena (1552-1560)."
834,PER.ACC.2014.1,PERIODICO,Accademia dei Rozzi,,Accademia dei Rozzi,"(Ettore Pellegrini, Mario Ascheri, Maria Assunta Ceppari, Assunta Leonardi, Angelo Biondi, Irene Tani, Angela Cingottini, Patrizia Turrini, Nicola Pallecchi, Elisa Boffa, Roberto Donghi, Giacomo Zanibelli, Ettore Pellegrini)",Monteriggioni (Si),Industria Grafica Pistolesi,Accademia dei Rozzi,Anno XXI n.40 giugno 2014,2014,112 p. : ill. ; 29 cm,945.581005,Siena - Cultura - Periodici,"In questo numero sono presenti i seguenti articoli:
1) Il restauro del lampadario di Carlo Bartolozzi nella Sala degli Specchi. (Introduzione - Carlo Bartolozzi, nota storica e documenti - Una piramide di forme e luce - Relazione tecnica finale).
2) Un teatro per i Signori Rozzi: il progetto di Leonardo de Vegni.
3) Quando una ""P"" cambia la storia. L'errore nella scritta del Duomo di Orbetello.
4) Mariano da Siena: storia di un pellegrino senese troppo poco conosciuto.
5) Giovanni di Lorenzo (Siena, 1487?-1562). Artista, contradaiolo, devoto.
6) Architetture effimere e immagine urbana a Siena tra XV e XIX secolo: entrate trionfali, apparati cerimoniali e percorsi rituali.
7) Opere di canalizzazione a ovest di Siena e loro correlazione idrogeologica con i rilievi calcarei circostanti.
8) Un ricordo di Mario Luzi nel centenario della nascita (1914-2014). Peregrinazioni senesi di un poeta all'inizio di un cammino."
